NatEmis,DataYear,Province,Official_Institution_Name,Status,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Email,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Learners2025,Educators2025
700250191,2025,GT,HOËRSKOOL BASTION,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,GW001,4,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902033,902033,8250191,,27.82124166,-26.14969932,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801009,763004046,MINDALORE,JACOBUS JOHANNES SWART,MINDALORE,KRUGERSDORP,KRUGERSDORP,"1, TREZONA AVENUE, MINDALORE, KRUGERSDORP, KRUGERSDORP",PO BOX 3158 WITBEECK 1729,,115687500,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700250191,99,802,44
700250209,2025,GT,HOËRSKOOL BEKKER,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,AGRICULTURAL,GW001,5,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902034,902034,8250209,,27.55585801,-25.94875035,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801032,763001008,SEEKOEIHOEK AH,ALEX RADEMAN,MAGALIESBURG,MAGALIESBURG,MAGALIESBURG,"1, PLAAS SEEKOEIHOEK, MAGALIESBURG, MAGALIESBURG, MAGALIESBURG",PRIVATE BAG X5002 MAGALIESBURG 1791,,145775936,YES,ACD,Q4,,NOT APPLICABLE,,NO,RURAL,879,GT,NOT MOVED,700250209,99,770,44
700250241,2025,GT,HOËRSKOOL JAN DE KLERK,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,5,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902036,902036,8250241,,27.7655401,-26.09761715,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801020,763004038,KRUGERSDORP CENTRAL,MASHUDU ENNIE  SINGO,KRUGERSDORP,KRUGERSDORP,MOGALE CITY,"1, CHURCH STREET, KRUGERSDORP, KRUGERSDORP, MOGALE CITY",PRIVATE BAG X2019 KRUGERSDORP 1740,,116601143,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700250241,99,1036,36
700250258,2025,GT,HOËRSKOOL MONUMENT,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,5,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902038,902038,8250258,,27.77434636,-26.09249247,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801020,763004016,KRUGERSDORP NORTH,JOHANNES STEPHANUS MATTHYS CALITZ,KRUGERSDORP-NOORD,KRUGERSDORP,KRUGERSDORP,"13, H/V BLOMMENSTEIN EN TWEEDE STRAAT, KRUGERSDORP-NOORD, KRUGERSDORP, KRUGERSDORP",PRIVAATSAK   X2029 KRUGERSDORP 1740,,119531166,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700250258,99,1486,94
700250266,2025,GT,HOËRSKOOL NOORDHEUWEL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,4,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902039,902039,8250266,,27.80743315,-26.09677542,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801021,763004017,NOORDHEUWEL,DAVID JOHANNES KRIEL,NOORDHEUWEL,KRUGERSDORP,KRUGERSDORP,"1, BELL STREET, NOORDHEUWEL, KRUGERSDORP, KRUGERSDORP",PRIVATE BAG X2032 KRUGERSDORP 1740,,119541032,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700250266,99,1986,105
700250563,2025,GT,KRUGERSDORP HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,4,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902055,902055,8250563,,27.80348025,-26.10384597,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801018,763004039,MONUMENT,IVAN BAILEY,MONUMENT EXT,KRUGERSDORP,MOGALE CITY,"1, CORNELIUS MOLL STREET, MONUMENT EXT, KRUGERSDORP, MOGALE CITY",P.O. BOX 3031 KENMARE 1749,,119541009,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700250563,99,1754,95
700251058,2025,GT,ST URSULA'S SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,GW001,5,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,,,27.77467882,-26.0894412,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801020,763004016,KRUGERSDORP NORTH,DIANE GRANGER,,KRUGERSDORP NORTH,KRUGERSDORP,"0, CNR. PREMIER STREET AND FIRST STREETS, , KRUGERSDORP NORTH, KRUGERSDORP",P 0 BOX 235 RANT-EN-DAL 1751,,648134782,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700251058,99,257,30
700251124,2025,GT,TOWNVIEW HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,5,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902139,902139,8251124,,27.75864449,-26.08843871,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801017,763004030,QUELLERIE PARK,DERRICK BONGANE DUBE,QUELLERIE PARK,KRUGERSDORP,KRUGERSDORP,"1, SCHOEMAN DRIVE, QUELLERIE PARK, KRUGERSDORP, KRUGERSDORP",PRIVATE BAG X2036 KRUGERSDORP 1740,,119533770,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700251124,99,1080,43
700251231,2025,GT,BOIPELO SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),902013,902013,8251231,,27.77498842,-26.15825681,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801012,763010011,KAGISO CENTRAL,GODFFREY THABO  MODISE,KAGISO,MOGALE,MOGALE,"4113, MOGOROSI & THEMBA, KAGISO, MOGALE, MOGALE",25 KAGISO 1744,,114101001,YES,AD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700251231,99,886,29
700251504,2025,GT,KAGISO SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),902049,902049,8251504,,27.79328979,-26.15988549,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801009,763010014,KAGISO EXT 2,DOLLY MMANTHAPO  LEDWABA,KAGISO 2,KRUGERSDORP,MOGALE CITY,"6470, CNR GEBA AND OTLEGA STREET, KAGISO 2, KRUGERSDORP, MOGALE CITY",48 KAGISO EAST 1754,,100233973,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700251504,99,1791,51
700251603,2025,GT,MAGALIESBURG GROUP OF SCHOOLS,OPEN,INDEPENDENT,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,GW001,5,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCATION & TRAINING(DET),99,99,,,27.4635123,-25.93255152,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801032,763001006,DOORNKLOOF AH,MICHAEL MUSVOTA,,DOORNKLOOF,MAGALIESBURG,"80, DOORNKLOOF, , DOORNKLOOF, MAGALIESBURG",438 MAGALIESBURG 1791,,833133318,NO,NONE,N/A,,NOT APPLICABLE,,NO,RURAL,,GT,NOT MOVED,700251603,99,141,15
700251611,2025,GT,MAGALIESBURG STATE SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,5,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),902092,902092,8251611,,27.55100486,-26.00858255,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801031,763006001,MAGALIESBURG SP,KOPO CULPHURNIA MOKI,GA MOGALE,MAGALIESBURG,MOGALE CITY,"01, RUSTENBURG ROAD, GA MOGALE, MAGALIESBURG, MOGALE CITY",P. O. BOX 114 MAGALIESBURG 1791,,145771163,YES,ACD,Q3,,NOT APPLICABLE,,YES,RURAL,1754,GT,NOT MOVED,700251611,99,1076,37
700251678,2025,GT,MATLA COMBINED SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,GW001,5,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),902097,902097,8251678,,27.78622704,-25.99159711,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801039,763001002,MOGALE CITY NU,ETUMELENG SAMMY  MATLOGA,KROMDRAAI,MOGALE CITY,MOGALE CITY,"15, PLOT 520 KROMDRAAI, KROMDRAAI, MOGALE CITY, MOGALE CITY",P.O.BOX 2725 KRUGERSDORP 1740,,119570302,YES,ACD,Q2,,NOT APPLICABLE,,YES,RURAL,1754,GT,NOT MOVED,700251678,99,1451,43
700251702,2025,GT,JOHN MARTIN CATHOLIC SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,GW001,4,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCATION & TRAINING(DET),99,99,,,27.8015065,-26.14145149,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801015,763010003,KAGISO SP,THEKISO LABIUS MARAGELO,,KAGISO,KRUGERSDORP,"462, ESIKOLWENI STREER, , KAGISO, KRUGERSDORP",66 KAGISO 1744,,114107804,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700251702,99,458,20
700251736,2025,GT,MOSUPATSELA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),902106,902106,8251736,,27.77693584,-26.15470008,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801013,763010009,KAGISO EXT 8,PONKIE BENNET PHATSWANE,KAGISO,KAGISO,MOGALE,"9080, SEBENZISA, KAGISO, KAGISO, MOGALE",P.O.BOX 12 KAGISO 1744,,114101000,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700251736,99,2000,66
700251835,2025,GT,SCHAUMBURG COMBINED SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,GW001,5,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),902122,902122,8251835,,27.70440167,-25.84438144,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,63702029,763001002,MOGALE CITY NU,MOTHOEMANG HAZAEL DITHOLE,HEKPOORT,KRUGERSDORP,MOGALE CITY,"560, BRITS TO KRUGERSDORP, HEKPOORT, KRUGERSDORP, MOGALE CITY",P.O.BOX 131 HEKPOORT 1790,,100260390,YES,AD,Q1,,NOT APPLICABLE,36333,YES,RURAL,1754,GT,NOT MOVED,700251835,99,1192,37
700251892,2025,GT,SG MAFAESA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),902127,902127,8251892,,27.768315,-26.153376,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801013,763010009,KAGISO EXT 8,MICHAEL NKHUMISENI MAKUNGO,KAGISO,MOGALE CITY,JOHHANESBURG,"12555, MOTSWEDI STREET, KAGISO, MOGALE CITY, JOHHANESBURG",92 KAGISO 2 1754,,114102190,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700251892,99,1651,50
700251926,2025,GT,SWARTKOP VALLEY PRIMARY FARM SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,GW001,5,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),902130,902130,,,27.84656316,-25.98921864,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801033,763002001,ZWARTKOP AH,THEMBA MIKATEKO SHIPHAMELE,SWARTKOP,MULDERSDRIFT,KRUGERSDORP,"19, KROMDRAAI ROAD, SWARTKOP, MULDERSDRIFT, KRUGERSDORP",233 MULDERSDRIFT 1747,,843856968,YES,ACD,Q2,,NOT APPLICABLE,,YES,RURAL,1754,GT,NOT MOVED,700251926,99,523,16
700251991,2025,GT,THUTO LEFA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,5,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),902136,902136,8251991,,27.759405,-26.070914,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801025,763005001,MUNSIEVILLE SP,MBUTI SIMON LINGANI,MUNSIEVILLE,KRUGERSDORP,MOGALE CITY,"1744, MAFAESA STREET, MUNSIEVILLE, KRUGERSDORP, MOGALE CITY",2086 KRUGERSDORP 1740,,116601720,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700251991,99,1712,59
700252270,2025,GT,H.I.S. SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,GW001,5,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,27.46125932,-25.90090382,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801032,763001006,DOORNKLOOF AH,NKOSILATHI  SIBANDA,,MAANHAARRAND,MAGALIESBURG,"1, DAYSPRING FARM, , MAANHAARRAND, MAGALIESBURG",BOX 74 MAANHAARRAND 0346,,104473618,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700252270,99,101,12
700252346,2025,GT,AZAADVILLE MUSLIM SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,GW001,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8252346,,27.7493258,-26.17098842,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801003,763004053,AZAADVILLE,MOHAMMED ASHRAF PATEL,,AZAADVILLE,KRUGERSDORP,"11, 11-17 MEDINA STREET, , AZAADVILLE, KRUGERSDORP",9011 AZAADVILLE 1750,,114131399,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700252346,99,368,38
700252452,2025,GT,MADIBA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),902091,902091,8251181,,27.79290346,-26.1632894,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801009,763010014,KAGISO EXT 2,TLHORISO ANTHONY AARON MATHABE,KAGISO 2,KRUGERSDORP,MOGALE CITY,"6785, CRN GEBA AND SEBENZISA STREET, KAGISO 2, KRUGERSDORP, MOGALE CITY",PRIVATE BAG X 03 KAGISO 2 1754,,114102442,YES,ACD,Q4,,NOT APPLICABLE,35573,YES,URBAN,1754,GT,NOT MOVED,700252452,99,1875,60
700252867,2025,GT,LODIRILE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),902203,902203,8252867,,27.7668124,-26.19250611,WEST RAND DISTRICT MUNICIPALITY,MOGALE CITY LOCAL MUNICIPALITY,74801001,763011001,ZWANEVILLE,MLAMULI JIYANE,SWANEVILLE,MOGALE CITY,KRUGERSDORP,"1593, SANDPIPER ROAD, SWANEVILLE, MOGALE CITY, KRUGERSDORP",480 KRUGERSDORP 1740,,105347487,YES,ACD,Q2,,NOT APPLICABLE,38384,YES,URBAN,1754,GT,NOT MOVED,700252867,99,1541,50
700270025,2025,GT,RANDFONTEIN SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,3,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),902117,902117,8270025,,27.70749028,-26.20057709,WEST RAND DISTRICT MUNICIPALITY,RAND WEST LOCAL MUNICIPALITY,74805008,764002030,TOEKOMSRUS,GLORIA HESTER HENRY,TOEKOMSRUS,RANDFONTEIN,JOHANNESBURG,"1558, KOMATIERIVER  STREET, TOEKOMSRUS, RANDFONTEIN, JOHANNESBURG",7011 TOEKOMSRUS 1760,,116935026,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700270025,99,1401,47
700270041,2025,GT,CARLETON JONES HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,2,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902018,99,8270041,,27.40351908,-26.36822737,WEST RAND DISTRICT MUNICIPALITY,MERAFONG CITY LOCAL MUNICIPALITY,74804016,766004008,CARLETONVILLE EXT 4,JONAS MAPONYANE MLAMBO,,CARLETONVILLE,CARLETONVILLE,"007, ANNAN ROAD, , CARLETONVILLE, CARLETONVILLE",PRIVATE BAG X 2034 CARLETONVILLE 2500,,187883239,YES,ACD,Q5,,NOT APPLICABLE,39142,NO,URBAN,879,GT,NOT MOVED,700270041,99,1482,61
700270090,2025,GT,HOËRSKOOL CARLETONVILLE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,2,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902035,99,8270090,,27.39120292,-26.36036217,WEST RAND DISTRICT MUNICIPALITY,MERAFONG CITY LOCAL MUNICIPALITY,74804016,766004012,CARLETONVILLE EXT 1,ESME HARRIET EKSTEEN,CARLETONVILLE,CARLETONVILLE,CARLETONVILLE,"126, DOLOMITE DRIVE, CARLETONVILLE, CARLETONVILLE, CARLETONVILLE",P O BOX 54 CARLETONVILLE 2500,,187882306,YES,ACD,Q5,,NOT APPLICABLE,39142,NO,URBAN,879,GT,NOT MOVED,700270090,99,1280,57
700270116,2025,GT,HOËRSKOOL JAN VILJOEN,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,GW001,3,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902037,902037,8270116,,27.70435264,-26.182786,WEST RAND DISTRICT MUNICIPALITY,RAND WEST LOCAL MUNICIPALITY,74805005,764002026,WEST PORGES,SHEREEN  MOGOROSI,RANDFONTEIN,RANNDFOTEIN,RANDFONTEIN,"3, MAIN REEF ROAD, RANDFONTEIN, RANNDFOTEIN, RANDFONTEIN",PRIVATE BAGX3 RANDFONTEIN 1760,,116935204,YES,ACD,Q4,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700270116,99,915,53
700270124,2025,GT,HOËRSKOOL RIEBEECKRAND,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,3,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902040,902040,8270124,,27.69669723,-26.1794322,WEST RAND DISTRICT MUNICIPALITY,RAND WEST LOCAL MUNICIPALITY,74805007,764002018,HOME LAKE,BERNARD  ESTERHUIZEN,HOMELAKE,RANDFONTEIN,RANDFONTEIN,"1, H/V VAN RIEBEECK AND ANGELIER, HOMELAKE, RANDFONTEIN, RANDFONTEIN",PRIVATE BAG X023 RANDFONTEIN 1760,,116933771,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700270124,99,1299,59
700270132,2025,GT,HOËRSKOOL WESTONARIA,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,2,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902041,902041,8270132,,27.65852439,-26.32815209,WEST RAND DISTRICT MUNICIPALITY,RAND WEST LOCAL MUNICIPALITY,74805026,765008002,WESTONARIA SP1,MAGRIETA HENDRIKA  SMITH,WESTONARIA,WESTONARIA,WESTONARIA,"1, VAN DER STELSTRAAT, WESTONARIA, WESTONARIA, WESTONARIA",X18 WESTONARIA 1780,,117531168,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700270132,99,1518,63
700270140,2025,GT,HOËRSKOOL WONDERFONTEIN,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,GW001,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902042,99,8270140,,27.37163731,-26.35673472,WEST RAND DISTRICT MUNICIPALITY,MERAFONG CITY LOCAL MUNICIPALITY,74804028,766005003,OBERHOLZER EXT 1,JAN MICHAEL DANIEL BEESLAAR,OBERHOLZER,CARLETONVILLE,CARLETONVILLE,"1, C/O VEGKOP & BLOUKRANS STREET, OBERHOLZER, CARLETONVILLE, CARLETONVILLE",X2042 OBERHOLZER 2502,,187874063,YES,ACD,Q5,,NOT APPLICABLE,39142,NO,URBAN,879,GT,NOT MOVED,700270140,99,1103,51
700270298,2025,GT,LAERSKOOL GERRIT MARITZ,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,GW001,2,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902065,902065,,,27.65548464,-26.32308143,WEST RAND DISTRICT MUNICIPALITY,RAND WEST LOCAL MUNICIPALITY,74805026,765008002,WESTONARIA SP1,RAYMOND DIEDERICKS,WESTONARIA,WESTONARIA,WESTONARIA,"1, C/O GERRIT MARITZ & CHRISTIAAN BEYERS STREETS, WESTONARIA, WESTONARIA, WESTONARIA",PO BOX 490 WESTONARIA 1780,,117531817,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700270298,99,1431,43
700270306,2025,GT,LAERSKOOL GLENHARVIE,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,GW001,2,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902066,902066,8270306,,27.61918954,-26.38909691,WEST RAND DISTRICT MUNICIPALITY,RAND WEST LOCAL MUNICIPALITY,74805023,765012002,GLEN HARVIE EXT 1,CHRISTOFEL WILKE,GLENHARVIE,GLENHARVIE,WESTONARIA,"103, BAINSKLOOF STREET, GLENHARVIE, GLENHARVIE, WESTONARIA",P O BOX 3322 GLENHARVIE 1786,,117521135,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700270306,99,1785,63
700270488,2025,GT,RANDFONTEIN HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,GW001,3,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902115,902115,8270488,,27.7049126,-26.15858105,WEST RAND DISTRICT MUNICIPALITY,RAND WEST LOCAL MUNICIPALITY,74805009,764002012,GREEN HILLS,MBETHELELI VALENTINE DLAMINI,GREENHILLS,RANDFONTEIN,RANDFONTEIN,"1, ALOE, GREENHILLS, RANDFONTEIN, RANDFONTEIN",X030 RANDFONTEIN 1767,,116935220,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700270488,99,1679,69
700270595,2025,GT,AB PHOKOMPE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),902009,902009,8270595,,27.70310679,-26.22405571,WEST RAND DISTRICT MUNICIPALITY,RAND WEST LOCAL MUNICIPALITY,74805019,764004003,MOHLAKENG SP,ELIAS KWENA SHELA,MOHLAKENG,RANDFONTEIN,JOHANNESBURG,"7440, SEME, MOHLAKENG, RANDFONTEIN, JOHANNESBURG",1 MOHLAKENG 1759,,114140002,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700270595,99,1590,50
700270603,2025,GT,BADIRILE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,GW001,1,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),902012,99,8270603,,27.32704861,-26.32740452,WEST RAND DISTRICT MUNICIPALITY,MERAFONG CITY LOCAL MUNICIPALITY,74804007,766003002,KHUTSONG SP,SALAMINAH MANKOI RUZIWA,KHUTSONG,CARLETONVILLE,CARLETONVILLE,"3957, NXUMALO, KHUTSONG, CARLETONVILLE, CARLETONVILLE",PO BOX 554 CARLETONVILLE 2500,,187831564,YES,ACD,Q4,,NOT APPLICABLE,39142,YES,URBAN,1754,GT,NOT MOVED,700270603,99,2239,71
700270611,2025,GT,BARACHEL CHRISTIAN ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,GW001,3,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCATION & TRAINING(DET),99,99,,,27.71024143,-26.17074233,WEST RAND DISTRICT MUNICIPALITY,RAND WEST LOCAL MUNICIPALITY,74805008,764002017,RANDFONTEIN SP,SHANEEN ADELE  METTAM,,RANDFONTEIN,RANDFONTEIN,"18, ROBINSON STREET, , RANDFONTEIN, RANDFONTEIN",6725 GREENHILLS 1701,,114122258,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700270611,99,97,4
